Id,Abbreviation,Name,Charged_Formula,Charge,Average_Molecular_Weight,Monoisotopic_Weight,ChEMBL,KEGGID,PubChemID,ChebiID,HMDB,PDMapName,Reconmap,ReconMap3,FoodDB,ChemSpider,BioCyc,BiggID,Wikipedia,DrugBank,Seed,MetaNetX,KNApSAck,METLIN,CAS_REGISTRY,epa_ID,InCHIKey,InCHIString,SMILES
bio/C14H23O4,CE5308,"""3-Oxo-6(R)-Hydroxy-Tetradec-8-Cis-Enoate""",C14H23O4,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,JVEAMJNRAYIMIF-DGMVEKRQSA-M,"InChI=1S/C14H24O4/c1-2-3-4-5-6-7-8-12(15)9-10-13(16)11-14(17)18/h6-7,12,15H,2-5,8-11H2,1H3,(H,17,18)/p-1/b7-6-/t12-/m0/s1",[H]O[C@@]([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([O-])=O
bio/C16H25O4,CE5309,"""3-Oxo-8(R)-Hydroxy-Hexadeca-6E,10Z-Dienoate""",C16H25O4,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,NWVJXHCRPZDUPG-OOOKLALXSA-M,"InChI=1S/C16H26O4/c1-2-3-4-5-6-7-10-14(17)11-8-9-12-15(18)13-16(19)20/h6-8,11,14,17H,2-5,9-10,12-13H2,1H3,(H,19,20)/p-1/b7-6-,11-8?",[H]OC([H])(C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C12H21O3,CE5310,"""4(R)-Hydroxy-Dodec-6Z-Enoate""",C12H21O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,CEFZHZYOVDYOOX-ZADCQDASSA-M,"InChI=1S/C12H22O3/c1-2-3-4-5-6-7-8-11(13)9-10-12(14)15/h6-7,11,13H,2-5,8-10H2,1H3,(H,14,15)/p-1/b7-6-/t11-/m0/s1",[H]O[C@@]([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O
bio/C14H21O3,CE5311,"""6(R)-Hydroxy-Tetradeca-2E,4E,8Z-Trienoate""",C14H21O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,QUFPURXOBLGZGX-WOIQIYMZSA-M,"InChI=1S/C14H22O3/c1-2-3-4-5-6-7-10-13(15)11-8-9-12-14(16)17/h6-9,11-13,15H,2-5,10H2,1H3,(H,16,17)/p-1/b7-6-,11-8+,12-9+",[H]OC([H])(C(\[H])=C(/[H])\C(\[H])=C(/[H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C14H23O3,CE5312,"""6(R)-Hydroxy-Tetradeca-2E,8Z-Dienoate""",C14H23O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,VQWQOPHSYMUQTK-OWXLQUNNSA-M,"InChI=1S/C14H24O3/c1-2-3-4-5-6-7-10-13(15)11-8-9-12-14(16)17/h6-7,9,12-13,15H,2-5,8,10-11H2,1H3,(H,16,17)/p-1/b7-6-,12-9+/t13-/m0/s1",[H]O[C@@]([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/[H])C([O-])=O
bio/C14H23O3,CE5313,"""6(R)-Hydroxy-Tetradeca-4E,8Z-Dienoate""",C14H23O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,YUXIINYOKQBAER-BQGCWICQSA-M,"InChI=1S/C14H24O3/c1-2-3-4-5-6-7-10-13(15)11-8-9-12-14(16)17/h6-8,11,13,15H,2-5,9-10,12H2,1H3,(H,16,17)/p-1/b7-6-,11-8+",[H]OC([H])(C(\[H])=C(/[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C16H23O3,CE5314,"""8(R)-Hydroxy-Hexadeca-2E,4E,6E,10Z-Tetraenoate""",C16H23O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,TVMLJOGNECRAAY-MOGWUJDVSA-M,"InChI=1S/C16H24O3/c1-2-3-4-5-6-9-12-15(17)13-10-7-8-11-14-16(18)19/h6-11,13-15,17H,2-5,12H2,1H3,(H,18,19)/p-1/b8-7+,9-6-,13-10+,14-11+",[H]OC([H])(C(\[H])=C(/[H])\C(\[H])=C(/[H])\C(\[H])=C(/[H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C16H25O3,CE5315,"""8(R)-Hydroxy-Hexadeca-2E,6E,10Z-Trienoate""",C16H25O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,IJVWUUQYBXXWDO-NSFVLYLPSA-M,"InChI=1S/C16H26O3/c1-2-3-4-5-6-9-12-15(17)13-10-7-8-11-14-16(18)19/h6,9-11,13-15,17H,2-5,7-8,12H2,1H3,(H,18,19)/p-1/b9-6-,13-10+,14-11+",[H]OC([H])(C(\[H])=C(/[H])C([H])([H])C([H])([H])C(\[H])=C(/[H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C16H25O3,CE5316,"""8(R)-Hydroxy-Hexadeca-4E,6E,10Z-Trienoate""",C16H25O3,-1,0.0,0.0,0,,6610221.0,,,,,,,,,,,,,,,,,,KBOVKDIBOBQLRS-OAHLLOKOSA-M,"InChI=1S/C16H26O3/c1-2-3-4-5-6-9-12-15(17)13-10-7-8-11-14-16(18)19/h6-10,13,15,17H,2-5,11-12,14H2,1H3,(H,18,19)/p-1/t15-/m1/s1",[H]O[C@@]([H])(C([H])=C([H])C([H])=C([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C14H25O4,CE5317,"""3(S),6(S)-Dihydroxy-Tetradec-8Z-Enoate""",C14H25O4,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,OUPAWBIIPPCTBK-SREVYHEPSA-M,"InChI=1S/C14H26O4/c1-2-3-4-5-6-7-8-12(15)9-10-13(16)11-14(17)18/h6-7,12-13,15-16H,2-5,8-11H2,1H3,(H,17,18)/p-1/b7-6-",[H]OC([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])C([O-])=O
bio/C16H27O4,CE5318,"""3(S),8(S)-Dihydroxy-6E,10Z-Hexadecadienoate""",C16H27O4,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,XUYMRSHCNSDJAN-IIQWCFDOSA-M,"InChI=1S/C16H28O4/c1-2-3-4-5-6-7-10-14(17)11-8-9-12-15(18)13-16(19)20/h6-8,11,14-15,17-18H,2-5,9-10,12-13H2,1H3,(H,19,20)/p-1/b7-6-,11-8?/t14-,15?/m0/s1",[H]O[C@]([H])(C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C18H27O4,CE5319,"""3-Oxo-10(S)-Hydroxy-Octadeca-6E,8E,12Z-Trienoate""",C18H27O4,-1,0.0,0.0,0,,,,,,,,,,,CE5319,,,,MNXM163672,,,,,DASVGFACDRAZQR-JFFUZHLISA-M,"InChI=1S/C18H28O4/c1-2-3-4-5-6-9-12-16(19)13-10-7-8-11-14-17(20)15-18(21)22/h6-10,13,16,19H,2-5,11-12,14-15H2,1H3,(H,21,22)/p-1/b8-7+,9-6-,13-10?/t16-/m0/s1",[H]O[C@]([H])(C(\[H])=C(/[H])\C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C14H23O4,CE5320,"""3-Oxo-6(S)-Hydroxy-Tetradec-8Z-Enoate""",C14H23O4,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,JVEAMJNRAYIMIF-SREVYHEPSA-M,"InChI=1S/C14H24O4/c1-2-3-4-5-6-7-8-12(15)9-10-13(16)11-14(17)18/h6-7,12,15H,2-5,8-11H2,1H3,(H,17,18)/p-1/b7-6-",[H]OC([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([O-])=O
bio/C16H25O4,CE5321,"""3-Oxo-8(S)-Hydroxy-Hexadeca-6E,10Z-Dienoate""",C16H25O4,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,NWVJXHCRPZDUPG-NPSBZYNESA-M,"InChI=1S/C16H26O4/c1-2-3-4-5-6-7-10-14(17)11-8-9-12-15(18)13-16(19)20/h6-8,11,14,17H,2-5,9-10,12-13H2,1H3,(H,19,20)/p-1/b7-6-,11-8?/t14-/m0/s1",[H]O[C@]([H])(C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C12H21O3,CE5322,"""4(S)-Hydroxy-Dodec-6Z-Enoate""",C12H21O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,CEFZHZYOVDYOOX-SREVYHEPSA-M,"InChI=1S/C12H22O3/c1-2-3-4-5-6-7-8-11(13)9-10-12(14)15/h6-7,11,13H,2-5,8-10H2,1H3,(H,14,15)/p-1/b7-6-",[H]OC([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O
bio/C14H21O3,CE5323,"""6(S)-Hydroxy-Tetradeca-2E,4E,8Z-Trienoate""",C14H21O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,QUFPURXOBLGZGX-XCSFDSRXSA-M,"InChI=1S/C14H22O3/c1-2-3-4-5-6-7-10-13(15)11-8-9-12-14(16)17/h6-9,11-13,15H,2-5,10H2,1H3,(H,16,17)/p-1/b7-6-,11-8+,12-9+/t13-/m0/s1",[H]O[C@]([H])(C(\[H])=C(/[H])\C(\[H])=C(/[H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C14H23O3,CE5324,"""6(S)-Hydroxy-Tetradeca-2E,8Z-Dienoate""",C14H23O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,VQWQOPHSYMUQTK-IYNHQRNQSA-M,"InChI=1S/C14H24O3/c1-2-3-4-5-6-7-10-13(15)11-8-9-12-14(16)17/h6-7,9,12-13,15H,2-5,8,10-11H2,1H3,(H,16,17)/p-1/b7-6-,12-9+",[H]OC([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/[H])C([O-])=O
bio/C14H23O3,CE5325,"""6(S)-Hydroxy-Tetradeca-4E,8Z-Dienoate""",C14H23O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,YUXIINYOKQBAER-YZPANATGSA-M,"InChI=1S/C14H24O3/c1-2-3-4-5-6-7-10-13(15)11-8-9-12-14(16)17/h6-8,11,13,15H,2-5,9-10,12H2,1H3,(H,16,17)/p-1/b7-6-,11-8+/t13-/m0/s1",[H]O[C@]([H])(C(\[H])=C(/[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C16H23O3,CE5326,"""8(S)-Hydroxy-Hexadeca-2E,4E,6E,10Z-Tetraenoate""",C16H23O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,TVMLJOGNECRAAY-AWTGQPBESA-M,"InChI=1S/C16H24O3/c1-2-3-4-5-6-9-12-15(17)13-10-7-8-11-14-16(18)19/h6-11,13-15,17H,2-5,12H2,1H3,(H,18,19)/p-1/b8-7+,9-6-,13-10+,14-11+/t15-/m0/s1",[H]O[C@]([H])(C(\[H])=C(/[H])\C(\[H])=C(/[H])\C(\[H])=C(/[H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C16H25O3,CE5327,"""8(S)-Hydroxy-Hexadeca-2E,6E,10Z-Trienoate""",C16H25O3,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,IJVWUUQYBXXWDO-JZRBGYMBSA-M,"InChI=1S/C16H26O3/c1-2-3-4-5-6-9-12-15(17)13-10-7-8-11-14-16(18)19/h6,9-11,13-15,17H,2-5,7-8,12H2,1H3,(H,18,19)/p-1/b9-6-,13-10+,14-11+/t15-/m0/s1",[H]O[C@]([H])(C(\[H])=C(/[H])C([H])([H])C([H])([H])C(\[H])=C(/[H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C16H25O3,CE5328,"""8(S)-Hydroxy-Hexadeca-4E,6E-10Z-Trienoate""",C16H25O3,-1,0.0,0.0,0,,6610221.0,,,,,,,,,,,,,,,,,,KBOVKDIBOBQLRS-OAHLLOKOSA-M,"InChI=1S/C16H26O3/c1-2-3-4-5-6-9-12-15(17)13-10-7-8-11-14-16(18)19/h6-10,13,15,17H,2-5,11-12,14H2,1H3,(H,18,19)/p-1/t15-/m1/s1",[H]O[C@@]([H])(C([H])=C([H])C([H])=C([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C41H62N7O20P3S,CE5329,"""3(S),12(S)-Dihydroxy-5-Oxo-Eicosa-8E,10E,14Z-Trienoyl Coenzyme A""",C41H62N7O20P3S,-4,0.0,0.0,0,,,,,,,,,,,CE5329,,,,MNXM162896,,,,,MTOULHSNAKRXGD-SWUWZMOTSA-J,"InChI=1S/C41H66N7O20P3S/c1-4-5-6-7-8-11-14-27(49)15-12-9-10-13-16-28(50)21-29(51)22-32(53)72-20-19-43-31(52)17-18-44-39(56)36(55)41(2,3)24-65-71(62,63)68-70(60,61)64-23-30-35(67-69(57,58)59)34(54)40(66-30)48-26-47-33-37(42)45-25-46-38(33)48/h8-12,15,25-27,29-30,34-36,40,49,51,54-55H,4-7,13-14,16-24H2,1-3H3,(H,43,52)(H,44,56)(H,60,61)(H,62,63)(H2,42,45,46)(H2,57,58,59)/p-4/b10-9+,11-8+,15-12+/t27-,29?,30?,34?,35?,36?,40-/m0/s1",[H]O[C@]([H])(C([H])=C([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])(O[H])C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C41H60N7O20P3S,CE5331,"""3,5-Dioxo-12(S)-Hydroxy-Eicosa-8E,10E,14Z-Trienoyl Coenzyme A""",C41H60N7O20P3S,-4,0.0,0.0,0,,,,,,,,,,,CE5331,,,,MNXM162899,,,,,KPSNLEVFRZBSQC-OMVKAVPHSA-J,"InChI=1S/C41H64N7O20P3S/c1-4-5-6-7-8-11-14-27(49)15-12-9-10-13-16-28(50)21-29(51)22-32(53)72-20-19-43-31(52)17-18-44-39(56)36(55)41(2,3)24-65-71(62,63)68-70(60,61)64-23-30-35(67-69(57,58)59)34(54)40(66-30)48-26-47-33-37(42)45-25-46-38(33)48/h8-12,15,25-27,30,34-36,40,49,54-55H,4-7,13-14,16-24H2,1-3H3,(H,43,52)(H,44,56)(H,60,61)(H,62,63)(H2,42,45,46)(H2,57,58,59)/p-4/b10-9+,11-8-,15-12+/t27-,30?,34?,35?,36?,40-/m0/s1",[H]O[C@]([H])(C(\[H])=C(/[H])\C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C(=O)C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C39H58N7O19P3S,CE5337,"""3-Oxo-10(S)-Hydroxy-Octadeca-6E,8E,12Z-Trienoyl Coenzyme A""",C39H58N7O19P3S,-4,0.0,0.0,0,,,,,,,,,,,CE5337,,,,MNXM162903,,,,,SVVDPRGQCCIAMF-RSKBEZANSA-J,"InChI=1S/C39H62N7O19P3S/c1-4-5-6-7-8-11-14-26(47)15-12-9-10-13-16-27(48)21-30(50)69-20-19-41-29(49)17-18-42-37(53)34(52)39(2,3)23-62-68(59,60)65-67(57,58)61-22-28-33(64-66(54,55)56)32(51)38(63-28)46-25-45-31-35(40)43-24-44-36(31)46/h8-12,15,24-26,28,32-34,38,47,51-52H,4-7,13-14,16-23H2,1-3H3,(H,41,49)(H,42,53)(H,57,58)(H,59,60)(H2,40,43,44)(H2,54,55,56)/p-4/b10-9?,11-8-,15-12-/t26-,28?,32?,33?,34?,38-/m0/s1",[H]O[C@]([H])(C([H])=C([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C41H60N7O19P3S,CE5341,"""5-Oxo-12(S)-Hydroxy-Eicosa-2E,8E,10E,14Z-Tetraenoyl Coenzyme A""",C41H60N7O19P3S,-4,0.0,0.0,0,,,,,,,,,,,CE5341,,,,MNXM163215,,,,,SCEIHBUXWIZVRQ-PSBMFCTASA-J,"InChI=1S/C41H64N7O19P3S/c1-4-5-15-28(49)16-12-10-8-6-7-9-11-13-17-29(50)18-14-19-32(52)71-23-22-43-31(51)20-21-44-39(55)36(54)41(2,3)25-64-70(61,62)67-69(59,60)63-24-30-35(66-68(56,57)58)34(53)40(65-30)48-27-47-33-37(42)45-26-46-38(33)48/h6-7,9,11-12,14,16,19,26-28,30,34-36,40,49,53-54H,4-5,8,10,13,15,17-18,20-25H2,1-3H3,(H,43,51)(H,44,55)(H,59,60)(H,61,62)(H2,42,45,46)(H2,56,57,58)/p-4/b7-6+,11-9+,16-12-,19-14+/t28?,30?,34?,35?,36?,40-/m0/s1",[H]OC([H])(C(\[H])=C(\[H])C([H])([H])C([H])([H])C(\[H])=C(/[H])\C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C(\[H])=C(/[H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C41H62N7O19P3S,CE5342,"""5-Oxo-12(S)-Hydroxy-Eicosa-8E,10E,14Z-Trienoyl Coenzyme A""",C41H62N7O19P3S,-4,0.0,0.0,0,,,,,,,,,,,CE5342,,,,MNXM162806,,,,,SMWLNBURDHTIJO-BGWQBKBRSA-J,"InChI=1S/C41H66N7O19P3S/c1-4-5-6-7-8-11-15-28(49)16-12-9-10-13-17-29(50)18-14-19-32(52)71-23-22-43-31(51)20-21-44-39(55)36(54)41(2,3)25-64-70(61,62)67-69(59,60)63-24-30-35(66-68(56,57)58)34(53)40(65-30)48-27-47-33-37(42)45-26-46-38(33)48/h8-12,16,26-28,30,34-36,40,49,53-54H,4-7,13-15,17-25H2,1-3H3,(H,43,51)(H,44,55)(H,59,60)(H,61,62)(H2,42,45,46)(H2,56,57,58)/p-4/b10-9+,11-8+,16-12+/t28-,30?,34?,35?,36?,40-/m0/s1",[H]O[C@]([H])(C(\[H])=C(/[H])\C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C20H31O4,CE5343,"""6,7-Dihydro-5-Oxo-12-Epi-Leukotriene B""",C20H31O4,-1,0.0,0.0,0,,,,,,,,,,,CE5343,,,,MNXM162494,,,,,RUTQOBJLGHUCJC-ATHKOCGESA-M,"InChI=1S/C20H32O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h6-10,14,18,21H,2-5,11-13,15-17H2,1H3,(H,23,24)/p-1/b8-7+,9-6-,14-10+/t18-/m1/s1",[H]O[C@@]([H])(C(\[H])=C(/[H])\C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C41H62N7O20P3S,CE5344,"""3(S),12(R)-Dihydroxy-5-Oxo-Eicosa-8E,10E,14Z-Trienoyl Coenzyme A""",C41H62N7O20P3S,-4,0.0,0.0,0,,,,,,,,,,,CE5344,,,,MNXM162895,,,,,MTOULHSNAKRXGD-YCGRRFPFSA-J,"InChI=1S/C41H66N7O20P3S/c1-4-5-6-7-8-11-14-27(49)15-12-9-10-13-16-28(50)21-29(51)22-32(53)72-20-19-43-31(52)17-18-44-39(56)36(55)41(2,3)24-65-71(62,63)68-70(60,61)64-23-30-35(67-69(57,58)59)34(54)40(66-30)48-26-47-33-37(42)45-25-46-38(33)48/h8-12,15,25-27,29-30,34-36,40,49,51,54-55H,4-7,13-14,16-24H2,1-3H3,(H,43,52)(H,44,56)(H,60,61)(H,62,63)(H2,42,45,46)(H2,57,58,59)/p-4/t27-,29+,30+,34-,35-,36?,40+/m1/s1",[H]O[C@@]([H])(C([H])=C([H])C([H])=C([H])C([H])([H])C([H])([H])C(=O)C([H])([H])[C@]([H])(O[H])C([H])([H])C(=O)SC([H])([H])C([H])([H])N=C([O-])C([H])([H])C([H])([H])N=C([O-])C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@]1([H])O[C@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C41H60N7O20P3S,CE5345,"""3,5-Dioxo-12(R)-Hydroxy-Eicosa-8E,10E,14Z-Trienoyl Coenzyme A""",C41H60N7O20P3S,-4,0.0,0.0,0,,,,,,,,,,,CE5345,,,,MNXM162898,,,,,KPSNLEVFRZBSQC-DTYLLQJSSA-J,"InChI=1S/C41H64N7O20P3S/c1-4-5-6-7-8-11-14-27(49)15-12-9-10-13-16-28(50)21-29(51)22-32(53)72-20-19-43-31(52)17-18-44-39(56)36(55)41(2,3)24-65-71(62,63)68-70(60,61)64-23-30-35(67-69(57,58)59)34(54)40(66-30)48-26-47-33-37(42)45-25-46-38(33)48/h8-12,15,25-27,30,34-36,40,49,54-55H,4-7,13-14,16-24H2,1-3H3,(H,43,52)(H,44,56)(H,60,61)(H,62,63)(H2,42,45,46)(H2,57,58,59)/p-4/b10-9+,11-8+,15-12+/t27?,30?,34?,35?,36?,40-/m0/s1",[H]OC([H])(C(\[H])=C(/[H])\C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C(=O)C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
bio/C39H58N7O19P3S,CE5346,"""3-Oxo-10(R)-Hydroxy-Octadeca-6E,8E,12Z-Trienoyl Coenzyme A""",C39H58N7O19P3S,-4,0.0,0.0,0,,,,,,,,,,,CE5346,,,,MNXM162902,,,,,SVVDPRGQCCIAMF-SESGPPJXSA-J,"InChI=1S/C39H62N7O19P3S/c1-4-5-6-7-8-11-14-26(47)15-12-9-10-13-16-27(48)21-30(50)69-20-19-41-29(49)17-18-42-37(53)34(52)39(2,3)23-62-68(59,60)65-67(57,58)61-22-28-33(64-66(54,55)56)32(51)38(63-28)46-25-45-31-35(40)43-24-44-36(31)46/h8-12,15,24-26,28,32-34,38,47,51-52H,4-7,13-14,16-23H2,1-3H3,(H,41,49)(H,42,53)(H,57,58)(H,59,60)(H2,40,43,44)(H2,54,55,56)/p-4/b10-9+,11-8-,15-12+/t26?,28?,32?,33?,34?,38-/m0/s1",[H]OC([H])(C(\[H])=C(/[H])\C(\[H])=C(/[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
